﻿"編號","報修日期","完成日期","當前狀態","報價進度","歸檔狀態","負責工程師","客戶名稱","機型","時效(天)","聯絡人","電話","地址","保固","問題狀況","其他詳細資訊"
"T-2022","2026-07-06","2026-07-07","完修","","已封存","林正賢 Jeff","千雅股份有限公司","ICP 61","5","","","","","1.客戶名稱/經銷：千雅股份有限公司","1.客戶名稱/經銷：千雅股份有限公司 2.統編：90620017 3.聯絡人：李昱廷 4.聯絡電話號碼：0937860796 5.地址：10450臺北市中山區中山北路二段45巷23號1樓 6.機型/機號：Rational 7.保固與否：否 8.故障問題： 如圖顯示，維修前請先電聯 拜託了 （此店 週一、週二公休）"
"T-9944","2026-07-06","2026-07-06","完修","","已封存","林正賢 Jeff","全家-大巨蛋店","XS","5","","","","","1.客戶名稱/經銷：全家 - 大巨蛋店","1.客戶名稱/經銷：全家 - 大巨蛋店 2.統編： 3.聯絡人：江庭毅店長 4.聯絡電話號碼：0227563813 5.地址：台北市信義區忠孝東路四段515號B1樓C-B102 6.機型/機號：E60SJ23123107691 7.保固與否：過保固 8.故障問題：Rational智能蒸烤爐 無法開機!"
"T-7864","2026-07-06","2026-07-07","完修","","已封存","劉峻宇 Otto","秀朗之子餐飲商行","EVO 2","5","","","","","叫修:","叫修:  1.客戶名稱/ 秀朗之子餐飲商行 2.統編： 3.聯絡人：鄭舜元 4.聯絡電話號碼：0978076578 5.地址：新北市永和區秀朗路二段148巷5弄2號 6.機器: DC /Evo2 7.保固與否：是 8.故障問題： 蒸氣棒滴水 、 附影片   請先行聯絡 後約定前往時間"
"T-2041","2026-07-06","2026-07-07","完修","","已封存","劉峻宇 Otto","Pai coffee","Slayer steam","5","","","","","1.客戶名稱/經銷：Pai coffee","1.客戶名稱/經銷：Pai coffee 2.統編：90620017 3.聯絡人： 4.聯絡電話號碼： 02 2517 9787 5.地址： 台 北 市 中 ⼭ 區 ⺠ ⽣ 東 路 ⼆ 段 1 4 7 巷 6 弄 1 號 6.機型/機號：Slayer steam 7.保固與否：否 8.故障問題：漏水"
"T-2679","2026-07-06","2026-07-08","完修","","已封存","陳柏凱 Kevin","克蔓莉咖啡","SCX XS","5","","","","","叫修:","叫修: 1.客戶名稱：克蔓莉咖啡 2.統編： 3.聯絡人：江盛智 4.聯絡電話號碼：０９７８８１１５９４ 5.地址：新竹市林森路２號４樓 6.機型/機號：ｒａｔｉｏｎａｌ 7.保固與否：否 / 8.故障問題：無法蒸烤  請電話聯繫約訪時間處理"
"T-9882","2026-07-06","2026-07-07","完修","","已封存","劉明忠 Yuie","微兜-漢神巨蛋","SCC WE 61","5","","","","","叫修","叫修 1.客戶名稱/經銷：金色三麥 漢神 2.統編： 3.聯絡人：張穎芝 4.聯絡電話號碼：07 975-9909  5.地址：高雄市左營區博愛二路777號4樓 6.機型/機號：SCC061/E61SI19052748213 7.保固與否：過 8.故障問題：重開機都是顯示這個畫面"
"T-1669","2026-07-06","2026-07-07","完修","","已封存","楊棟嘉 Ken","金色三麥 嘉義耐斯店","ICP 101","5","","","","","1.客戶名稱/經銷：金色三麥 嘉義耐斯店","1.客戶名稱/經銷：金色三麥 嘉義耐斯店 2.統編： 3.聯絡人：林聲廷 4.聯絡電話號碼：0917859557 5.地址：嘉義市東區義教里忠孝路600號B1 6.機型/機號：E11SJ25103258909/E11SJ25113269654 7.保固與否：保固 8.故障問題：2台都觸控面板異常，觸控遲緩跟接觸不良，會自己亂跳頁面"
"T-7724","2026-07-06","2026-07-15","完修","同意報價","已封存","陳柏凱 Kevin","台灣光罩股份有限公司","ICP 201","5","","","","","叫修:","叫修: 1.客戶名稱：台灣光罩股份有限公司 2.統編：22099408 3.聯絡人：薄守彥 4.聯絡電話號碼：0936276363 5.地址：新竹科學園區創新一路11號 6.機型/機號：iCP201 7.保固與否：否  8.故障問題：設備漏水，噴水槍無法收回 請電話聯繫約訪時間處理"
"T-1135","2026-07-06","2026-07-07","完修","","已封存","陳祐嘉 Dean","全家-松國店","XS","5","","","","","*`叫修:二級維修`*","*`叫修:二級維修`* 1.客戶名稱/經銷：全家便利商店-松國店 2.統編： 3.聯絡人：王店長 4.聯絡電話號碼：0225024147 5.地址：台北市中山區松江路４７３號１樓 6.機型/機號：E60SJ22113014296 7.保固與否： 8.故障問題：Rational智能蒸烤爐顯示錯誤資訊S14蒸氣發生器水位識別故障"
"T-2993","2026-07-06","2026-07-16","完修","同意報價","已封存","陳祐嘉 Dean","感受創新","SCC WE 61","5","","","","","叫修:","叫修: 1.客戶名稱/經銷：感受創新 2.統編： 3.聯絡人：宋先生 4.聯絡電話號碼：0975726581  5.地址：台北市信義區基隆路一段145-1號1樓 6.機型：E61SI19102785035 7.保固與否：過保 8.故障問題：設備漏水"
"T-8517","2026-07-06","2026-07-07","完修","","已封存","陳柏凱 Kevin","新竹喜來登","ICP 202","5","","","","","叫修:","叫修: 1.客戶名稱/經銷：新竹喜來登 2.統編：86517976 3.聯絡人：朱先生工務 4.聯絡電話號碼：0930-070636 5.地址：新竹縣竹北市十興里光明六路東１段２６５號 6.機型/機號：E22SJ25083246807 7.保固與否：保固 8.故障問題：清洗中斷  SC自動模式故障"
"T-2768","2026-07-06","2026-07-07","報價","未報價","處理中","廖聖典 Max","時代國際飯店Whotel","SCC 202","5","","","","",".名稱：時代國際飯店W hotel",".名稱：時代國際飯店W hotel  2.聯絡人 工程部0976-330927 3.地址：110臺北市信義區忠孝東路五段10號 4.機型：SCC 202 四行螢幕電力型 5.過保 6問題：無法使用  B3 MK廚"
"T-9116","2026-07-07","2026-07-07","完修","","已封存","楊棟嘉 Ken","21世紀-昌平","ICP 61","5","","","","","1.客戶名稱/經銷：21世紀-昌平","1.客戶名稱/經銷：21世紀-昌平 2.統編： 3.聯絡人：羅S-店長 4.聯絡電話號碼：04-22475721 5.地址：台中市北屯區昌平路一段352-1號1樓 6.機型/機號： 7.保固與否：否 8.故障問題：裡面的網架脫落!"
"T-6488","2026-07-06","2026-07-06","完修","","已封存","陳祐嘉 Dean","85板橋民德","EVO 2","5","","","","","大保養，更換備機!","大保養，更換備機!"
"T-1373","2026-07-07","2026-07-08","完修","","已封存","陳柏凱 Kevin","富立登國際大飯店","SCC WE  61","5","","","","","叫修:","叫修: 1.客戶名稱/經銷：富立登國際大飯店 2.統編：53058867 3.聯絡人：採購魏珍怡 4.聯絡電話號碼：03-2121212#2103 5.地址：桃園市蘆竹區長榮路55號 6.機型/機號：SCC61 3N380(107年購入)E61SI17112629495 7.保固與否：否 8.故障問題：維修26  報價單已簽回 客戶希望明天前往維修"
"T-6535","2026-07-07","2026-07-22","完修","同意報價","已封存","陳柏凱 Kevin","礁溪老爺飯店","E11SI18112712213","5","","","","","1.客戶名稱/經銷：礁溪老爺飯店","1.客戶名稱/經銷：礁溪老爺飯店 2.統編：40642753 3.聯絡人：林先生 4.聯絡電話號碼： 0919216061 5.地址：宜蘭礁溪鄉大忠村五峰路69號 6.機型/機號：E11SI18112712213 7.保固與否：否 8.故障問題：代碼25"
"T-7142","2026-07-07","","未執行","","處理中","廖聖典 Max","住家 胡小姐","SCC XS/E60SI19092775055","5","","","","","1.客戶名稱/經銷：住家 胡小姐","1.客戶名稱/經銷：住家 胡小姐 2.統編： 3.聯絡人：胡小姐 4.聯絡電話號碼：0921-963936 5.地址：台北市士林區東山路25巷81弄1號 6.機型/機號：SCC XS/E60SI19092775055 7.保固與否：過保 8.故障問題：出現S44   請於前一天聯繫通知客人維修時間"
"T-8164","2026-07-07","2026-07-08","完修","","已封存","邱信豪 Mars","承津","ICP101G/G11SJ20122863005","5","","","","","1.客戶名稱/經銷：承津","1.客戶名稱/經銷：承津 2.統編：50978496 3.聯絡人：宋先生 4.聯絡電話號碼：0916908466  5.地址：五股區芳洲二路71-10號（118號對面） 6.機型/機號：ICP101G/G11SJ20122863005 7.保固與否：過保 8.故障問題：點火系統異常及清潔排水量小  客戶反映，上次工程師維修時，有請現場留意點火系統，今天使用異常，再請協助電聯告知到修時間。"
"T-4205","2026-07-07","2026-07-08","報價","已報價","處理中","劉明忠 Yuie","家樂福 新屏店","E21SJ20092848046","5","","","","","叫修:","叫修: 1.店名：家樂福 新屏店  2.聯絡人： 3.聯絡電話號碼：張一吉養護課長0920-317-707 4.地址：屏東縣屏東市台糖街3號 5.機型：E21SJ20092848046 6.問題：無法關機 燈號一直黃綠黃綠閃 請先聯絡時間"
"T-9788","2026-07-07","2026-07-08","完修","","已封存","廖聖典 Max","禾裕宗教（北海福座餐廳","iCP101G","5","","","","","1.客戶名稱/經銷：禾裕宗教（北海福座餐廳","1.客戶名稱/經銷：禾裕宗教（北海福座餐廳 2.統編： 3.聯絡人：阿彬 4.聯絡電話號碼： 0988381960 5.地址：新北市三芝區9-2號 6.機型/機號：iCP101G 7.保固與否：保固 8.故障問題：會氣爆"
"T-8875","2026-07-07","2026-07-07","完修","","已封存","劉明忠 Yuie","金色三麥-漢神巨蛋","SCC WE 61","5","","","","","1.客戶名稱/經銷：金色三麥 漢神","1.客戶名稱/經銷：金色三麥 漢神 2.統編： 3.聯絡人：張穎芝 4.聯絡電話號碼：07 975-9909  5.地址：高雄市左營區博愛二 7.保固與否：過路777號4樓 6.機型/機號：SCC WE 61 8.故障問題：代碼27"
"T-1769","2026-06-22","2026-07-07","完修","","已封存","楊棟嘉 Ken","里家寶食品工廠","ICP 202","5","","","","","1.客戶名稱/經銷：里家寶食品工廠","1.客戶名稱/經銷：里家寶食品工廠 2.統編： 3.聯絡人： 4.聯絡電話號碼：05 238 5110 5.地址：600嘉義市西區大溪路51號 6.機型/機號：icp201 7.保固與否：保固 8.故障問題：門膠條脫落"
"T-4484","2026-07-07","2026-07-07","完修","","已封存","陳祐嘉 Dean","大吉利商行","EVO 2","5","","","","","咖啡機整備QC","咖啡機整備QC"
"T-8941","2026-07-08","2026-07-15","完修","同意報價","已封存","劉明忠 Yuie","Steakhouse萬國牛排","SCC WE 101","5","","","","","叫修","叫修 1.客戶名稱/經銷：Steakhouse萬國牛排 2.統編： 3.聯絡人：俊仁 4.聯絡電話號碼：0968806556 5.地址：台南市北區小東路147巷151號 6.機型/機號：E11SI18082685406 7.保固與否：過保 8.故障問題：須盡早脫鈣  請先提供報價，客戶想了解維修時間，超過兩小時僅能週四處理"
"T-0138","2026-07-08","2026-07-08","完修","","已封存","劉明忠 Yuie","微兜-漢神巨蛋","SCC WE 61","5","","","","","叫修","叫修 1.客戶名稱/經銷：微兜漢神 2.統編： 3.聯絡人：張穎芝 4.聯絡電話號碼：07 975-9909  5.地址：高雄市左營區博愛二路777號4樓 6.機型/機號：SCC061/E61SI19052748213 7.保固與否：過 8.故障問題：代碼25"
"T-4407","2026-07-08","2026-07-20","完修","同意報價","已封存","劉明忠 Yuie","萬家福-澄清","ICP 201","5","","","","","叫修:","叫修: 1.客戶名稱/經銷：家樂福 澄清店 2.統編： 3.聯絡人：李敏生養護課長 4.聯絡電話號碼：0903-024-781 5.地址：高雄市三民區澄清路635號 6.機型/機號：E21SJ20052829065 7.保固與否： 8.故障問題：維修代碼:48.1"
"T-5013","2026-07-08","","未完成 / 另約時間","","處理中","陳柏凱 Kevin","喬元手創食品有限公司","ICP 202","5","","","","","1.客戶名稱/經銷：喬元手創食品有限公司","1.客戶名稱/經銷：喬元手創食品有限公司 2.統編： 3.聯絡人：章小姐 4.聯絡電話號碼：02-2206-6300 5.地址：樹林區忠愛街3號6樓 6.機型/機號：ICP 202 7.保固與否：保固，剛裝機不久 8.故障問題：葉輪故障"
"T-0849","2026-07-08","2026-07-08","完修","","已封存","劉峻宇 Otto","補丁空間有限公司","Studio","5","","","","","1.客戶名稱/經銷：補丁空間有限公司","1.客戶名稱/經銷：補丁空間有限公司 2.統編：82918802 3.聯絡人：李小姐 4.聯絡電話號碼：0225955773 5.地址：新北市板橋區建國里建國街115號 6.機型/機號：Dalla Corte Studio/F22000126 7.保固與否：過保 8.故障問題："
"T-8170","2026-07-08","2026-07-08","完修","","已封存","陳祐嘉 Dean","星宇航空 vip室 二航","A600","5","","","","","1.店名：星宇航空 vip室 二航","1.店名：星宇航空 vip室 二航 2.聯絡人員：內勤 聯絡電話： 03-2601899  分機2894 3.地址：第二航廈 星宇航空 4.機型：A600 5.問題：沒開機 熱水會一直滴"
"T-1944","2026-07-01","2026-07-08","完修","","已封存","楊棟嘉 Ken","萬家福-北港店","SCC 101","5","","","","","同意報價維修","同意報價維修"
"T-6934","2026-07-07","2026-07-09","完修","","已封存","劉明忠 Yuie","全家 - 大社清福店","E60SJ24013112030","5","","","","","叫修:三級維修","叫修:三級維修 1.客戶名稱/經銷：全家 - 大社清福店 2.統編： 3.聯絡人： 顏小姐 4.聯絡電話號碼：073539048 5.地址：高雄市大社區中正路460-1號 6.機型/機號：E60SJ24013112030 7.保固與否：保固（2024/07/12安裝） 8.故障問題：Rational智能蒸烤爐面板出現通訊故障! S-34.16 內部資料通訊故障（A10 I/O 電路板）"
"T-2442","2026-07-07","2026-07-09","完修","","已封存","邱信豪 Mars","全家 -南投康金店","E60SJ22103006093","5","","","","","`叫修:二級維修`","`叫修:二級維修` 1.客戶名稱/經銷：全家 -南投康金店  2.統編： 3.聯絡人：余先生  4.聯絡電話號碼：0492247360 5.地址：南投縣南投市復興路３４２號 6.機型/機號：E60SJ22103006093 7.保固與否： 8.故障問題：Rational智能蒸烤爐顯示錯誤資訊! S-36 空調控制失敗!"
"T-2914","2026-07-09","2026-07-21","完修","","已封存","邱信豪 Mars","大吉利商行","DC-M-EVO2-W-230 展示機","20","","","","","2026/7/21(二)下午2:00送達","2026/7/21(二)下午2:00送達 台北市中山區撫順街39之2號1樓 大吉利商行 DC-M-EVO2-W-230 展示機 機器序號: V18002337 林宣宴-0973357388"
"T-9745","2026-07-09","2026-07-09","完修","","已封存","楊棟嘉 Ken","21世紀-彰化中正","E61SJ22042963754","5","","","","","叫修:","叫修: 1.客戶名稱/經銷：21世紀-彰化中正 2.統編： 3.聯絡人：劉S-店長  4.聯絡電話號碼：04-7222921 5.地址：彰化縣彰化市中正路二段85號1樓及2樓 6.機型/機號：E61SJ22042963754 7.保固與否： 8.故障問題：無法清潔!"
"T-2115","2026-07-09","2026-07-17","完修","","已封存","劉明忠 Yuie","知本老爺-船歌後廚","ICP 61","8","","","","","2026/7/16(四) 中午送達","2026/7/16(四) 中午送達 台東縣卑南鄉龍泉路113巷23號 知本老爺-船歌後廚 ICP061萬能蒸烤箱(3N380V) 機器序號: E61SJ26033303153 ICP101萬能蒸烤箱(3N380V) 機器序號: E11SJ26023289085 機器序號: E11SJ26023289086台 CMP250V.V手持攪拌機(1N110V)   機器序號: T8932112205 J80高速榨汁機(1N110V)   ROBOTCOUPE R301 ULTRA  3台蒸烤箱1台手持攪拌機1台高速榨汁機 1 台食物處理機 聯絡人: ELSA 0965133780"
"T-4831","2026-07-09","2026-07-13","完修","","已封存","邱信豪 Mars","法國秘密甜點 - 米家貿易","Studio","5","","","","","叫修","叫修  店名：法國秘密甜點 - 米家貿易 地址：106台北市大安區大安路一段16巷2號 機型：Studio 問題 把手沒反應 過保 吳承秉 0910968551"
"T-6237","2026-07-09","2026-07-14","完修","","已封存","邱信豪 Mars","新竹煙波大飯店/翔新餐飲","ICP 202","5","","","","","緊急叫修:","緊急叫修: 1.客戶名稱/經銷：新竹煙波大飯店/翔新餐飲 2.統編： 3.聯絡人：白副理 4.聯絡電話號碼：0926310716 5.地址：新竹市東區柴橋里明湖路773號 6.機型/機號：ICP 202 7.保固與否：保固內 8.故障問題：當機，無法使用，重開總電源也無法解決"
"T-9804","2026-07-09","2026-07-14","完修","同意報價","已封存","劉峻宇 Otto","復興空廚","ICP XS","5","","","","","1.客戶名稱/經銷：復興空廚","1.客戶名稱/經銷：復興空廚 2.統編： 3.聯絡人：江阿明 4.聯絡電話號碼： 0936943147 5.地址：桃園縣大園鄉三民路二段538號 6.機型/機號：SCC/E60SJ17122625141 7.保固與否：否 8.故障問題：29"
"T-1023","2026-07-09","2026-07-15","完修","","已封存","邱信豪 Mars","永春生鮮","ICP XS","5","","","","","1.客戶名稱/經銷：永春生鮮","1.客戶名稱/經銷：永春生鮮 2.統編： 3.聯絡人：許純芳 4.聯絡電話號碼：0927250100 5.地址：台北市萬華區莒光路268號二樓 6.機型/機號：iCP/XS 7.保固與否：保固 8.故障問題：前門漏水 中午13:00後才方便"
"T-7837","2026-07-09","2026-07-13","完修","","已封存","邱信豪 Mars","萬家福-板橋店","SCC WE 201","5","","","","","1.店名：家樂福板橋店","1.店名：家樂福板橋店  2.聯絡人：洪小姐 0936-869-540 3.地址：新北市板橋區三民路二段31號B1 4.機型：E21SH15032449917 5.問題：清洗中斷、機器底部漏水"
"T-5580","2026-07-09","2026-07-09","完修","","已封存","陳柏凱 Kevin","欣光食品","SCC WE 202","5","","","","","1.客戶名稱/經銷：欣光食品","1.客戶名稱/經銷：欣光食品 2.統編： 3.聯絡人：劉先生 4.聯絡電話號碼：0926811571 5.地址：320桃園市中壢區南園路2-20號 6.機型/機號：SCC202 1,2號機 7.保固與否：過保 8.故障問題：1,2號這兩台機器經常顯示缺水故障，導致清洗失敗，清洗藥劑殘留，油飯蒸不熟，但是機器缺水時水槍壓力是正常，或是忽強忽弱，濾心是新的，之前進水管路是一支主幹管再分成四支支管給四台蒸烤箱使用，但是目前已經改成兩支主幹管分別供應四台蒸烤箱使用，個人建議將2號機及3號機的進水交換，來判斷是不是進水壓力不穩定照成經常故障（目前出問題的都是1,2號機），欣光的蒸烤箱缺水煮不熟的問題已經處理很多次，但是無法根治，請再詳細檢查."
"T-1699","2026-07-09","2026-07-09","完修","","已封存","陳祐嘉 Dean","白光咖啡","Slayer Steam","5","","","","","白光咖啡有限公司同意Slayer Steam 雙孔 LP除垢大保養,","白光咖啡有限公司同意Slayer Steam 雙孔 LP除垢大保養, 新竹市北區北門街36號!請今日協助處理! 送至外包商"
"T-8061","2026-07-09","2026-07-09","完修","","已封存","林正賢 Jeff","財茂彎-328 coffee","DC ONE 磨豆機","5","","","","","1.客戶名稱/經銷：財茂彎-328 coffee","1.客戶名稱/經銷：財茂彎-328 coffee 2.統編： 3.聯絡人：陳先生 0920930679 /李小姐 0970548916 4.聯絡電話號碼： 5.地址：新北市坪林區粗窟里北宜路七段81號 6.機型/機號：DC ONE 磨豆機 G20000080 7.保固與否：過保 8.故障問題："
"T-7931","2026-07-09","2026-07-09","完修","","已封存","陳祐嘉 Dean","85-樹林中山","DC ONE","5","","","","","磨豆機移至85內湖文德","磨豆機移至85內湖文德"
"T-2721","2026-07-09","2026-07-09","完修","","已封存","劉峻宇 Otto","諾亞","ICP 61","5","","","","","蒸烤箱漏水","蒸烤箱漏水"
"T-5309","2026-07-09","2026-07-09","完修","","已封存","楊棟嘉 Ken","台中咖啡展裝機","咖啡機","5","","","","","展會裝機","展會裝機"
"T-7616","2026-07-10","2026-07-13","完修","","已封存","劉峻宇 Otto","全家 -林口文園店","XS","5","","","","","1.客戶名稱/經銷：全家 -林口文園店","1.客戶名稱/經銷：全家 -林口文園店 2.統編： 3.聯絡人：林小姐 4.聯絡電話號碼：02-26090866 5.地址：新北市林口區公園路178號1樓 6.機型/機號：E60SJ23123107705 7.保固與否：否 8.故障問題：Rational智能蒸烤爐無法排水要手動排水"
"T-3136","2026-07-11","2026-07-14","完修","","已封存","陳柏凱 Kevin","綠禾子健康餐廚","ICP 101","5","","","","","1.客戶名稱/經銷：綠禾子健康餐廚","1.客戶名稱/經銷：綠禾子健康餐廚 2.統編： 3.聯絡人：陳彥志 4.聯絡電話號碼：0928337661 5.地址：苗栗縣苗栗市府前路93號 6.機型/機號：G11SJ24073152264 7.保固與否：保固內 8.故障問題：藥片盒漏水!"
"T-6664","2026-07-11","2026-07-14","完修","","已封存","陳柏凱 Kevin","期盼時光手作餐盒","XS","5","","","","","1.客戶名稱/經銷：蒔媛有限公司  期盼時光手作餐盒","1.客戶名稱/經銷：蒔媛有限公司  期盼時光手作餐盒 2.統編：96785768 3.聯絡人：陳先生 4.聯絡電話號碼：  0987929104 5.地址：苗栗縣頭份市東民街12號 6.機型/機號：iCP XS/W61SJ20102654576 7.保固與否：否 8.故障問題：無法開機"
"T-0487","2026-07-13","2026-07-13","完修","","已封存","邱信豪 Mars","瑋恩美饌餐飲有限公司（瑋恩紐約）","ICP 61","5","","","","","1.店名：瑋恩美饌餐飲有限公司（瑋恩紐約）","1.店名：瑋恩美饌餐飲有限公司（瑋恩紐約） 2.電話：（02）37652008 3.地址：台北市松山區南京東路5段15號 5.機型 E61SJ23013027317 6.問題： S-110 現場壞什麼 可以直接現場報價 同意就能直接修"
"T-3947","2026-07-13","2026-07-14","完修","","已封存","邱信豪 Mars","21世紀-新竹大全聯","ICP 61G","5","","","","","1.客戶名稱/經銷：21世紀-新竹大全聯","1.客戶名稱/經銷：21世紀-新竹大全聯 2.統編： 3.聯絡人：劉S-職員 4.聯絡電話號碼：(03)562-1521 5.地址：新竹市東區忠孝路300號 6.機型/機號：G61SJ22042963681,G61SJ22042963714 7.保固與否： 8.故障問題：清洗時會跳掉*1台。加熱速度慢*1台 S-32.1.32 點火步驟錯誤 S-44 蒸汽加熱系統功能故障"
"T-1626","2026-07-13","2026-07-16","完修","","已封存","楊棟嘉 Ken","薰衣草森林 南投","Dalla Corte - Zero Plus 3G","5","","","","","1.店名：薰衣草森林 南投","1.店名：薰衣草森林 南投 2.電話：許瓊方0988-693367 3.地址：542南投縣草屯鎮平林里藝術路258號 4.保固內 ： 才裝機 2週多 5.機型 ：Dalla Corte - Zero Plus 3G 6.問題： 蒸氣棒 無法固定 會下垂  請先行電聯 約時間前往 附影片"
"T-7069","2026-07-13","2026-07-14","完修","","已封存","楊棟嘉 Ken","全家 -台中仁美店","XS","5","","","","","1.客戶名稱/經銷：全家 -台中仁美店","1.客戶名稱/經銷：全家 -台中仁美店 2.統編： 3.聯絡人：羅先生 4.聯絡電話號碼：0424226445 5.地址：台中市北屯區仁美里昌平東二路１７９號１樓 6.機型/機號：E60SJ23053056121 7.保固與否：否 8.故障問題：Rational智能蒸烤爐顯示錯誤資訊(蒸氣發生器進水口故障) S-11 蒸汽發生器供水故障!"
"T-6551","2026-07-13","2026-07-13","完修","","已封存","劉明忠 Yuie","金色三麥-高雄夢時代店","ICP 101","5","","","","","1.金色三麥 高雄夢時代店","1.金色三麥 高雄夢時代店 2.地址高雄市前鎮區中華五路789號1F 3.電話 07 970 0909 4.保固 5.機型 E11SJ24043134442 6.問題: S47-1 故障狀況:內場回報:近期晚間清洗 烤箱時,會跳出供水異常警報,前 幾次有檢查管線是否出水,都是正 常出水(濾心每月更換),連續3次 發生此警報故再請工務協助修繕, 前幾次都是重新退出系統,再重新 進入洗滌模式才又正常"
"T-4256","2026-07-13","2026-07-14","完修","","已封存","林正賢 Jeff","億群機場第一航廈 T1 D區","ICP 101","5","","","","","1.億群機場第一航廈 T1 D區","1.億群機場第一航廈 T1 D區 2. 電話：03-393-1989 3. 聯絡人：Una 4. 機型：ICP101 E11SJ24073152484 5. 問題：電閘會跳掉"
"T-9165","2026-07-13","2026-07-13","完修","","已封存","林正賢 Jeff","金色三麥-中壢sogo","A300","5","","","","","1.客戶名稱/經銷：金色三麥 中壢sogo","1.客戶名稱/經銷：金色三麥 中壢sogo 2.統編： 3.聯絡人：江先生 4.聯絡電話號碼：0917 239 270 5.地址： 320桃園市中壢區元化路357號8 6.機型/機號：A300 7.保固與否：否 8.故障問題：E290 RFID 模組交流"
"T-9540","2026-07-13","2026-07-15","完修","同意報價","已封存","陳祐嘉 Dean","樂家康超市-台北中坡南店","ICP 101","5","","","","","1.客戶名稱/經銷：家樂福超市-台北中坡南店","1.客戶名稱/經銷：家樂福超市-台北中坡南店 2.統編： 3.聯絡人：北北區養護 林國偉 4.聯絡電話號碼：0910-901-340 5.地址：台北市南港區中坡南路3號 6.機型/機號：E11SJ20122862045 7.保固與否： 8.故障問題：清洗中斷!"
"T-6586","2026-07-13","2026-07-16","完修","","已封存","陳柏凱 Kevin","廖育鈴","STUDIO","5","","","","","1.客戶名稱/經銷：廖育鈴","1.客戶名稱/經銷：廖育鈴 2.統編： 3.聯絡人：廖育鈴 4.聯絡電話號碼：0912-474956 5.地址：苗栗縣頭份市富強二街29號10樓 6.機型/機號：STUDIO/F22000115 7.保固與否：過保 8.故障問題：7/7後維修後有異音"
"T-0011","2026-07-13","2026-07-13","完修","","已封存","林正賢 Jeff","金色三麥-桃園藝文店","ICP 101","5","","","","","店  名:金色三麥桃園藝文店","店  名:金色三麥桃園藝文店 地  址:桃園市南平路301號 現場連絡人:楊雅婷 連絡電話: 0921902437 維修設備:ICP101 問題 ：無法開機"
"T-1842","2026-07-13","2026-07-14","完修","","已封存","廖聖典 Max","啟辰","ICC 101","5","","","","","1.客戶名稱/經銷：啟辰","1.客戶名稱/經銷：啟辰 2.統編： 3.聯絡人：啟辰窗口 賴小姐0905660307 江先生0988391660 4.聯絡電話號碼： 5.地址：新店區中央路155號18F之9 6.機型/機號：E11MJ22042963728 7.保固與否：過保 8.故障問題：漏水"
"T-1109","2026-07-13","","未執行","","處理中","陳柏凱 Kevin","順興不銹鋼調理有限公司","SCC WE 201","5","","","","","鍋爐保養","鍋爐保養"
"T-9028","2026-07-13","2026-07-14","完修","","已封存","劉峻宇 Otto","萊爾富便利商店-中正童醫店","蒸包機","5","","","","","1.客戶名稱/經銷：萊爾富便利商店-中正童醫店/丞鋒實業有限公司","1.客戶名稱/經銷：萊爾富便利商店-中正童醫店/丞鋒實業有限公司 2.統編： 3.聯絡人： 4.聯絡電話號碼：02 2370 2486 5.地址：100臺北市中正區黎明里中山南路8號B1 6.機型/機號：蒸包機 7.保固與否： 8.故障問題：無法開機!店員試了各種方式都沒用!"
"T-1077","2026-07-13","2026-07-13","完修","","已封存","劉峻宇 Otto","立智傑","Pacojet 4","5","","","","","立智傑Pacojet 4","立智傑Pacojet 4  3台更換馬達電子板"
"T-5267","2026-07-13","2026-07-14","完修","已報價","已封存","楊棟嘉 Ken","萬家福-德安店","SCC WE 201","5","","","","","濕度異常","濕度異常"
"T-5542","2026-07-13","2026-07-13","報價","已報價","處理中","楊棟嘉 Ken","全家 -台中仁美店","XS","5","","","","","報價噴槍組","報價噴槍組"
"T-6978","2026-07-13","2026-07-13","完修","","已封存","陳祐嘉 Dean","85-板橋民德","EVO 2","5","","","","","大保養完成運回","大保養完成運回"
"T-7155","2026-07-13","2026-07-13","完修","","已封存","劉峻宇 Otto","85-板橋莒光","EVO 2","5","","","","","漏蒸氣","漏蒸氣"
"T-3114","2026-07-14","2026-07-15","完修","","已封存","林正賢 Jeff","許庭維-裝機（啟辰）早午餐店","PACOJET4、IDEA32 PRO","5","","","","","2026/7/15(三) 下午1:00準時送達","2026/7/15(三) 下午1:00準時送達 台北市大安區四維路166號-早午餐店 ICPXS萬能蒸烤箱(3N380V) 機器序號: E60SJ26043308379請出此台 PACOJET4 分子料理機(1N110V) 機器序號: 250829344011請出此台 IDEA32 PRO 真空包裝機(1N220V) 聯絡人: 0912200518 許庭維"
"T-7595","2026-07-14","2026-07-16","完修","","已封存","林正賢 Jeff","台北萬豪 - 1F GK內廚房（小廚房）","CMP61","5","","","","","1.客戶名稱/經銷：台北萬豪 - 1F GK內廚房（小廚房）","1.客戶名稱/經銷：台北萬豪 - 1F GK內廚房（小廚房） 2.統編：16434853 3.聯絡人：值班工程 4.聯絡電話號碼： 096527856 5.地址：台北市中山區樂群二路199號 6.機型/機號： CMP61-E61MI17052594054 / SCC WE 101 7.保固與否：過保 8.故障問題：7/7檢修-無法清洗:待更換排水球閥及門墊圈/底部CARE泵罩殼斷裂 請先行維修更換 後補報價單   謝謝"
